ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
64,7,,,,,5,80,,0,10,1,17,,,,,,,,,,,,,,,,,,,9,,9999999,,
65,7,,,,,1,60,,60,50,2,14,,,,,,,,,,,,,,,,,,,9,,9999999,,
70,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,3000,
71,5,,,,,5,90,,10,20,1,12,,,,,,,,,,,,,,,,,,,5,,,3000,
63,5,,,,,5,75,,30,30,2,13,,,,,,,,,,,,,,,,,,,,,,,
62,3,,,,,5,10,,0,10,1,12,,,,,,,,,,,,,,,,,,,5,,,1000,
70,4,,,,,5,998,,,,2,15,,,,,,,,,,,,,,,,,,,5,,,1000,
70,5,,,,,5,63,,84,50,1,16,,,,,,,,,,,,,,,,,,,5,,,32556,
67,3,,,,,1,20,,0,50,1,14,,,,,,,,,,,,,,,,,10000,,5,,,30000,
69,1,,,,,1,60,,50,25,1,17,,,,,,,,,,,,,,,,,,50000,5,,,60000,410000
55,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,50000,5,,,60000,410000
70,4,5,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,6000,
69,5,,,,,5,50,2,,,2,12,0,0,0,0,0,0,1,8,10,10,10,10,0,10,5,,,,5,,,6000,
70,1,,,,,1,50,1,0,25,1,17,,,,,,,,,,,,,,,,,,,5,,32000,22000,
70,5,,,,,5,90,,60,20,2,17,,,,,,,,,,,,,,,,,,,5,,32000,22000,
70,4,,,,,5,2,,2,2,2,12,,,,,,,,,,,,,,,,,,,5,,,0,
70,5,,,,,5,5,,40,25,1,8,,,,,,,,,,,,,,,,,,,5,,,,
50,4,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
68,1,5,,,,1,0,,,,2,17,,,,,,,,,,,,,,,,,,200000,5,,,30000,2000
71,3,7,,,,1,998,,,,1,17,,,,,,,,,,,,,,,,,,200000,5,,,30000,2000
66,5,3,,,,5,55,,30,50,2,17,,,,,,,,,,,,,,,,,,,1,150000,,350000,
71,5,,,,,5,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,
66,1,,,,,1,0,,,75,2,16,,,,,,,,,,,,,,,,,,,5,,,50000,
68,1,,,,,1,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,1000,
70,5,,,,,5,35,,10,25,1,17,,,,,,,,,,,,,,,,,,,1,800000,200000,15000,
61,1,,,,,1,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
67,5,,,,,5,10,,15,12,1,6,0,0,0,0,0,0,1,10,10,10,10,10,0,10,0,,,,5,,,,
66,5,,,,,5,50,1,20,30,1,16,,,,,,,,,,,,,,,,,,0,1,1200,,4000,
59,1,,,,,1,20,,5,10,2,14,,,,,,,,,,,,,,,,,,0,1,1200,,4000,
68,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,1,300000,,37000,
68,1,,,,,1,20,,10,25,1,17,,,,,,,,,,,,,,,,,,,1,300000,,37000,
67,5,,,,,5,80,,10,10,1,16,,,,,,,,,,,,,,,,,2000000,,1,3000000,,800000,
60,3,,,,,1,30,,30,70,2,14,50,50,20,20,20,100,-8,5,2,2,3,4,4,0,0,,,,5,,,250000,
63,6,,,,,5,100,,100,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
59,3,,,,,1,998,,,,1,13,,,,,,,,,,,,,,,,,,,5,,,0,
55,6,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,0,
67,5,,,,,5,10,,20,20,1,14,,,,,,,,,,,,,,,,,,,1,100,,10000,
67,5,,,,,5,40,,50,10,1,6,,,,,,,,,,,,,,,,,,,5,,,9999998,
63,6,,,,,5,100,,998,,2,2,,,,,,,,,,,,,,,,,,,5,,,9999998,
71,5,,,,,1,50,2,,,1,17,,,,,,,,,,,,,,,,,70000,,5,,,100000,203000
66,1,,,,,1,0,,,5,2,17,,,,,,,,,,,,,,,,,,,5,,,,
67,5,,,,,5,20,,20,20,1,14,,,,,,,,,,,,,,,,,,,5,,,10000,
61,1,,,,,1,20,,20,20,2,12,,,,,,,,,,,,,,,,,,,5,,,10000,
67,5,,,,,5,25,,20,0,2,10,,,,,,,,,,,,,,,,,,,5,,,,
61,1,,,,,1,55,,998,,2,15,,,,,,,,,,,,,,,,,25000,,1,465000,,50000,
68,1,,,,,1,60,,15,10,1,16,,,,,,,,,,,,,,,,,25000,,1,465000,,50000,
69,5,,,,,5,25,,999,,2,12,,,,,,,,,,,,,,,,,,,5,,,500,
71,1,,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,,2000000,1,999999998,,100000,
67,4,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,2000000,1,999999998,,100000,
65,4,5,,,,5,25,,50,25,2,10,,,,,,,,,,,,,,,,,,,5,,,1000,
70,4,5,,,,5,10,,10,40,1,15,,,,,,,,,,,,,,,,,,,5,,,1000,
71,5,,,,,5,30,,10,5,1,17,,,,,,,,,,,,,,,,,,,5,,,497,
67,5,,,,,5,50,2,,,2,13,50,50,0,0,0,60,1,8,4,4,6,6,5,6,6,,,,5,,,497,
70,1,,,,,1,50,2,,,2,15,,,,,,,,,,,,,,,,,,,5,,,3000,
68,5,,,,,5,70,,80,60,1,7,,,,,,,,,,,,,,,,,,,5,,,,
67,5,,,,,5,65,,75,80,1,12,,,,,,,,,,,,,,,,,,,5,,,15000,
68,5,,,,,5,,,,,2,16,,,,,,,,,,,,,,,,,,,5,,,15000,
70,4,,,,,5,,,,,1,11,,,,,,,,,,,,,,,,,,,5,,,,
70,5,,,,,5,30,,20,80,2,13,,,,,,,,,,,,,,,,,,,5,,,,
69,1,,,,,1,40,,20,20,2,13,,,,,,,,,,,,,,,,,,,5,,,7000,
62,7,,,,,5,60,,20,20,1,16,,,,,,,,,,,,,,,,,,,5,,,7000,
66,1,,,,,1,75,,50,10,1,13,,,,,,,,,,,,,,,,,,,5,,,100000,10000
65,1,,,,,1,25,,20,25,2,13,,,,,,,,,,,,,,,,,,,5,,,100000,10000
71,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
68,5,,,,,5,0,,,,1,14,998,999,50,80,0,10,1,4,9,9,9,1,1,9,3,25001,,,5,,,9999998,
63,1,,,,,1,20,,25,20,2,17,,,,,,,,,,,,,,,,25001,,,5,,,9999998,
68,5,,,,,1,50,1,998,,1,14,,,,,,,,,,,,,,,,,,,1,0,,2000,
65,1,,,,,1,70,,50,50,2,14,,,,,,,,,,,,,,,,,,,1,0,,2000,
70,5,,,,,5,50,2,,,2,,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,0,,,0,1,15,,,,,,,,,,,,,,,,,,,5,,,,
72,1,5,,,,1,50,2,,,1,13,,,,,,,,,,,,,,,,5001,,,5,,,,
64,1,,,,,1,35,,15,80,2,12,,,,,,,,,,,,,,,,5001,,,5,,,,
63,1,,,,,1,40,,20,40,2,12,,,,,,,,,,,,,,,,,,0,5,,,175000,
70,5,,,,,5,75,,50,20,1,14,,,,,,,,,,,,,,,,,,,5,,,,
70,5,,,,,1,50,1,50,20,1,16,,,,,,,,,,,,,,,,,,,5,,,9999998,
67,5,,,,,5,0,,,100,1,13,,,,,,,,,,,,,,,,,,,5,,,,
55,3,,,,,1,20,,20,30,2,11,,,,,,,,,,,,,,,,,,,5,,,,
70,6,,,,,5,60,,20,20,2,15,,,,,,,,,,,,,,,,,,,1,31000,7500,5000,
71,5,,,,,5,75,,30,40,1,16,,,,,,,,,,,,,,,,,,,1,31000,7500,5000,
71,5,,,,,5,998,,,,1,6,,,,,,,,,,,,,,,,,,,5,,,,
68,6,,,,,5,0,,,0,2,6,,,,,,,,,,,,,,,,,,,5,,,,
68,5,,,,,5,10,,5,10,1,8,,,,,,,,,,,,,,,,,,,5,,,,
67,5,,,,,5,998,,,,2,10,,,,,,,,,,,,,,,,,,,5,,,,
67,1,,,,,1,80,,50,50,1,14,,,,,,,,,,,,,,,,,,,5,,,50,
58,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,50,
71,6,,,,,5,80,,90,20,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
48,1,,,,,1,40,,50,20,1,1,,,,,,,,,,,,,,,,,,,5,,,9999999,
71,5,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,250000,5,,,70000,
66,5,,,,,1,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,-8,-8
62,2,,,,,5,20,,5,60,1,16,,,,,,,,,,,,,,,,,,,5,,,-8,-8
72,5,,,,,5,60,,40,30,2,12,,,,,,,,,,,,,,,,,1275000,1275000,1,2000000,,163000,
69,5,,,,,5,60,,70,40,1,12,,,,,,,,,,,,,,,,,1275000,1275000,1,2000000,,163000,
66,5,,,,,1,90,,85,30,2,12,,,,,,,,,,,,,,,,,,,5,,,,
69,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
68,4,,,,,5,,,,,1,5,,,,,,,,,,,,,,,,0,,,5,,,,
64,2,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,0,,,5,,,,
69,5,,,,,5,95,,90,10,1,14,5,5,20,20,10,30,1,6,7,7,6,4,6,4,2,,,,1,25000,,5000,
70,4,,,,,5,40,,25,25,2,13,,,,,,,,,,,,,,,,,,,1,25000,,5000,
68,1,,,,,1,10,,50,30,1,16,,,,,,,,,,,,,,,,,150000,,5,,,,
68,1,,,,,1,20,,70,10,2,12,,,,,,,,,,,,,,,,,,,5,,,1000,
72,1,3,5,,,1,20,,-8,,2,15,,,,,,,,,,,,,,,,,,,5,,,10000,
71,5,,,,,5,,,,,2,17,,,,,,,,,,,,,,,,,,,1,-8,,-8,
72,5,,,,,5,80,,50,30,1,17,,,,,,,,,,,,,,,,,,,1,-8,,-8,
68,5,6,,,,5,30,,10,20,2,12,,,,,,,,,,,,,,,,,,,5,,,300,
64,1,7,,,,1,50,1,2,50,2,13,,,,,,,,,,,,,,,,,20000,,1,1700,,10000,
68,5,,,,,5,75,,50,50,1,16,,,,,,,,,,,,,,,,,20000,,1,1700,,10000,
69,5,,,,,5,75,,998,,2,16,,,,,,,,,,,,,,,,,,,5,,,10000,
65,5,,,,,5,15,,20,20,2,16,,,,,,,,,,,,,,,,,,,5,,,3,
71,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,3,
70,1,,,,,1,20,,20,0,2,13,,,,,,,,,,,,,,,,,,,5,,,,
69,4,,,,,5,0,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,,
66,1,,,,,1,0,,,100,1,10,,,,,,,,,,,,,,,,,,,5,,,,
68,1,,,,,1,20,,10,0,1,14,,,,,,,,,,,,,,,,,,,5,,,9999998,
69,1,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,9999998,
71,6,,,,,5,80,,70,50,2,3,,,,,,,,,,,,,,,,,,,5,,,,
67,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,99999998,,,,,
64,6,,,,,5,50,2,,,2,15,,,,,,,,,,,,,,,,,,99999998,,,,,
71,5,,,,,5,998,,,,2,16,,,,,,,,,,,,,,,,,,,5,,,9999999,
71,5,,,,,5,70,,30,10,1,13,,,,,,,,,,,,,,,,,,,1,999999998,,9999998,999999998
71,5,,,,,5,20,,10,30,2,13,,,,,,,,,,,,,,,,,,,1,999999998,,9999998,999999998
67,1,,,,,1,50,2,,,2,13,,,,,,,,,,,,,,,,50001,,,5,,,9999999,
62,1,,,,,1,65,,40,40,1,16,,,,,,,,,,,,,,,,0,,,5,,,9999999,
67,1,,,,,1,20,,40,50,2,12,,,,,,,,,,,,,,,,,,,5,,,,
67,1,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,1,900000,,35000,
71,5,,,,,5,999,,,,2,17,,,,,,,,,,,,,,,,,,,5,,,15826,
72,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,15826,
66,5,,,,,5,-8,,-8,,2,16,,,,,,,,,,,,,,,,,,,5,,,15000,
66,5,,,,,5,-8,,-8,,1,16,,,,,,,,,,,,,,,,,,,5,,,15000,
68,1,,,,,1,75,,50,5,1,14,,,,,,,,,,,,,,,,,,,1,3000,,6000,
72,5,,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,1,3000,,6000,
71,5,,,,,5,50,2,,,1,13,,,,,,,,,,,,,,,,,500000,100000,5,,,20000,
63,1,,,,,1,50,1,50,50,2,,80,80,50,50,50,80,-8,8,5,4,8,6,8,5,2,,500000,100000,5,,,20000,
66,3,,,,,1,40,,30,30,2,14,,,,,,,,,,,,,,,,,1,400000,1,6000,,60000,
73,5,,,,,5,15,,15,25,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
70,5,,,,,5,75,,15,40,2,17,,,,,,,,,,,,,,,,,,,1,500,,20000,
72,5,,,,,5,50,1,50,50,2,13,,,,,,,,,,,,,,,,,,,5,,,842,
65,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,100000,,5,,,9999998,
71,5,,,,,5,80,,60,50,1,14,,,,,,,,,,,,,,,,,100000,,5,,,9999998,
67,5,,,,,5,50,1,30,30,2,16,,,,,,,,,,,,,,,,,,,5,,,87000,
67,5,,,,,5,40,,35,15,2,16,,,,,,,,,,,,,,,,,,,5,,,500,
69,7,,,,,1,30,,5,85,1,17,,,,,,,,,,,,,,,,,,0,1,2200,,4000,
59,1,,,,,1,50,2,,,2,13,,,,,,,,,,,,,,,,,,0,1,2200,,4000,
68,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,,
75,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
68,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,13000,
69,5,,,,,5,40,,30,40,1,17,,,,,,,,,,,,,,,,,,,1,6000000,400000,350000,
66,5,,,,,5,70,,0,40,2,16,,,,,,,,,,,,,,,,,,,1,6000000,400000,350000,
67,1,,,,,1,10,,20,10,1,15,,,,,,,,,,,,,,,,,,,,,,,
69,1,,,,,1,75,,75,5,1,12,,,,,,,,,,,,,,,,,,,5,,,3000,
67,3,,,,,1,100,,100,,1,16,,,,,,,,,,,,,,,,,,,5,,,289000,
62,1,,,,,1,50,1,50,50,2,16,,,,,,,,,,,,,,,,,,,5,,,289000,
66,5,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,50000,
73,5,,,,,5,70,,70,20,1,16,,,,,,,,,,,,,,,,,,,5,,,50000,
65,5,,,,,5,80,,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,16000,
70,5,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,16000,
68,1,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,75000,
68,5,,,,,5,40,,40,50,2,15,,,,,,,,,,,,,,,,,,,5,,,80000,50000
66,5,,,,,5,50,1,30,20,1,16,,,,,,,,,,,,,,,,,500000,350000,1,12000,,4000,
67,1,,,,,1,80,,20,20,2,17,,,,,,,,,,,,,,,,,,,5,,,700,
70,1,7,,,,1,50,2,,,2,16,,,,,,,,,,,,,,,,,400000,,5,,,90000,150000
59,1,,,,,1,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1000,
67,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,1000,
71,4,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,3000,
70,1,,,,,1,25,,15,999,2,13,,,,,,,,,,,,,,,,,5000,,5,,,,
71,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,5001,,,5,,,2000,
68,5,,,,,1,60,,50,40,1,12,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,2500,
66,6,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,35000,15000,1,60678,,54661,
69,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,35000,15000,1,60678,,54661,
68,5,,,,,5,65,,50,30,1,16,10,10,20,0,20,40,-8,8,8,8,8,10,8,5,0,,,,5,,,12850,
65,5,6,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,20000,,1,25000,,35000,
69,5,,,,,5,75,,25,25,1,12,10,10,10,50,10,50,1,4,6,6,7,2,3,4,1,,,,1,5000,,150000,40000
69,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,5000,,150000,40000
69,5,,,,,5,30,,5,40,2,17,,,,,,,,,,,,,,,,,,,5,,,9000,3060
71,5,,,,,5,999,,,,2,16,,,,,,,,,,,,,,,,,,,5,,,,
84,5,4,,,,5,998,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,,
69,5,,,,,5,50,1,10,20,2,17,,,,,,,,,,,,,,,,,600000,,1,130000,135000,130000,100000
72,5,,,,,5,50,1,0,10,1,14,,,,,,,,,,,,,,,,,600000,,1,130000,135000,130000,100000
69,4,,,,,5,999,,,,1,5,,,,,,,,,,,,,,,,,,,5,,,,
56,1,,,,,1,70,,60,50,2,16,,,,,,,,,,,,,,,,,,,5,,,,
69,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
68,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,100000,,1,5000,,9999998,
66,5,,,,,5,50,1,30,30,1,12,,,,,,,,,,,,,,,,,100000,,1,5000,,9999998,
72,5,,,,,5,,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,50000,
72,5,6,,,,5,80,,80,50,2,15,,,,,,,,,,,,,,,,,,,5,,,50000,
67,4,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,3000000,,1,150000,50000,100000,
61,5,,,,,5,75,,60,0,2,13,,,,,,,,,,,,,,,,,3000000,,1,150000,50000,100000,
67,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,100000,5,,,,
71,1,,,,,1,999,,,,2,16,,,,,,,,,,,,,,,,,,99999999,5,,,2000,
72,5,,,,,5,0,,,90,1,17,,,,,,,,,,,,,,,,,,,5,,,25000,
64,5,,,,,5,0,,,25,2,16,,,,,,,,,,,,,,,,,,,5,,,25000,
67,4,,,,,5,40,,30,10,1,12,,,,,,,,,,,,,,,,,,,5,,,,
67,3,,,,,1,50,2,,,1,15,,,,,,,,,,,,,,,,0,,,5,,,9999999,
68,5,,,,,5,60,,50,80,2,14,,,,,,,,,,,,,,,,,,,5,,,7000,
72,5,,,,,5,80,,60,50,1,14,80,60,40,0,40,80,1,4,8,8,7,9,1,8,6,,,,5,,,2000,
70,5,,,,,1,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,2000,
68,5,,,,,5,50,1,10,33,1,17,0,0,10,20,20,20,1,7,9,9,9,7,8,8,7,,1000000,,5,,400000,50000,
63,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,1000000,,5,,400000,50000,
66,4,,,,,5,97,,98,0,1,16,0,0,20,5,0,40,1,8,8,9,7,5,9,4,3,,,,5,,,5000,
53,1,5,,,,1,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,5000,
65,3,,,,,1,999,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,100000,10000
70,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,100000,10000
71,5,,,,,5,999,,,,1,17,10,10,80,80,40,90,1,8,8,8,2,2,4,1,6,,,,5,,70000,15000,
67,5,,,,,5,60,,50,30,2,17,,,,,,,,,,,,,,,,,,,5,,70000,15000,
67,5,,,,,5,100,,0,,2,8,100,100,100,0,0,0,1,8,10,10,0,0,0,10,10,,,,5,,,,
70,5,,,,,5,50,1,10,60,1,13,,,,,,,,,,,,,,,,,,,5,,,3000,
69,5,4,7,,,5,60,,20,25,2,17,,,,,,,,,,,,,,,,,,,5,,,3000,
63,5,,,,,5,95,,75,20,2,17,,,,,,,,,,,,,,,,,,,1,-8,,95000,
71,5,,,,,5,50,1,5,20,1,17,,,,,,,,,,,,,,,,,,,1,-8,,95000,
67,5,,,,,5,20,,20,60,2,14,,,,,,,,,,,,,,,,,,,5,,,112500,
68,5,,,,,5,-8,,10,25,2,12,,,,,,,,,,,,,,,,,,,5,,,,
71,5,,,,,5,50,2,,,2,3,,,,,,,,,,,,,,,,,,,5,,,,
68,5,,,,,5,50,1,50,50,2,16,,,,,,,,,,,,,,,,,,,5,,,3000,
66,5,,,,,5,0,,,70,1,12,,,,,,,,,,,,,,,,,,,5,,,3000,
71,5,,,,,5,20,,20,50,1,16,20,20,30,30,30,50,1,5,7,7,6,5,5,5,0,,,,1,250000,,10000,
71,5,,,,,5,75,,20,30,1,15,,,,,,,,,,,,,,,,,5000,,5,,,15000,
63,5,,,,,5,10,,2,50,2,16,,,,,,,,,,,,,,,,,5000,,5,,,15000,
67,5,,,,,5,50,2,,,1,15,,,,,,,,,,,,,,,,,,,5,,7000,4000,
59,1,,,,,1,25,,40,40,2,15,,,,,,,,,,,,,,,,,,,5,,7000,4000,
70,5,,,,,5,998,,,,1,17,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,
68,5,,,,,5,50,1,50,50,2,14,,,,,,,,,,,,,,,,,300000,,5,,,,
72,5,,,,,5,40,,20,10,1,17,,,,,,,,,,,,,,,,,999999998,,5,,,9999998,
68,5,,,,,5,0,,,0,2,11,,,,,,,,,,,,,,,,,,,5,,,,
64,1,,,,,1,20,,20,10,2,14,1,20,10,20,20,5,1,1,2,2,5,5,5,1,5,,,,1,999999998,,40000,
68,1,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,40000,
69,5,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,12000,
69,1,5,,,,1,10,,10,45,1,16,,,,,,,,,,,,,,,,,,,5,,,12000,
68,5,4,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1000,
68,1,,,,,1,80,,80,50,2,12,,,,,,,,,,,,,,,,,,150000,5,,,5800,
70,1,,,,,1,50,2,,,1,15,,,,,,,,,,,,,,,,,,150000,5,,,5800,
68,5,1,,,,1,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
67,1,,,,,1,60,,40,30,1,16,,,,,,,,,,,,,,,,,,,5,,,,
66,1,,,,,1,60,,30,20,1,16,,,,,,,,,,,,,,,,,,,5,,,25000,
68,4,,,,,5,50,2,,,2,7,,,,,,,,,,,,,,,,,,,5,,,9999998,
67,5,,,,,5,100,,0,,1,,,,,,,,,,,,,,,,,,,,5,,,9999998,
69,5,,,,,5,20,,30,30,1,12,,,,,,,,,,,,,,,,,50000,,5,,,3000,
66,3,6,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,50000,,5,,,3000,
63,7,,,,,5,50,2,,,2,13,50,50,50,40,50,60,1,7,5,5,6,6,5,4,4,,,,,,,,
70,4,,,,,5,0,,,,2,11,100,100,0,0,0,0,1,0,10,10,0,0,0,0,0,,,,5,,,,
68,3,,,,,1,50,2,,,2,12,40,40,40,50,50,60,1,5,4,3,4,3,0,0,2,,,,5,,,,
69,5,,,,,5,75,,35,5,1,13,,,,,,,,,,,,,,,,,,,5,,,33000,
66,1,,,,,1,,,,,1,16,,,,,,,,,,,,,,,,,,,5,,,40000,
66,5,,,,,5,50,1,20,20,2,13,,,,,,,,,,,,,,,,,,,5,,,40000,
71,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,100000,-8
72,5,,,,,5,10,,0,0,1,17,,,,,,,,,,,,,,,,,,,5,,,100000,-8
56,3,,,,,1,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,0,
52,4,,,,,5,20,,50,10,2,,,,,,,,,,,,,,,,,,,,5,,,0,
67,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,8000,
55,1,,,,,1,50,1,50,50,2,13,,,,,,,,,,,,,,,,,,,5,,,8000,
70,1,,,,,1,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
71,4,,,,,5,0,,,100,1,11,,,,,,,,,,,,,,,,,,,5,,,,
63,1,,,,,1,100,,10,,2,16,0,0,0,50,40,10,1,4,9,9,10,5,3,7,2,,100000,,5,,,35000,
67,5,,,,,5,25,,20,40,1,14,,,,,,,,,,,,,,,,,100000,,5,,,35000,
70,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
67,5,,,,,5,60,,20,10,1,14,,,,,,,,,,,,,,,,,,,5,,,61000,
56,1,,,,,1,60,,40,30,2,16,,,,,,,,,,,,,,,,,,,5,,,61000,
71,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
67,1,,,,,1,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
69,2,,,,,5,50,1,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,,
70,6,,,,,5,100,,100,,2,6,,,,,,,,,,,,,,,,,,,5,,,,
65,5,,,,,5,60,,10,0,2,14,,,,,,,,,,,,,,,,,,,1,999999998,,20000,
68,5,,,,,5,60,,20,20,1,14,,,,,,,,,,,,,,,,,,,1,999999998,,20000,
67,5,,,,,5,20,,10,20,2,17,,,,,,,,,,,,,,,,,,,1,283000,,100000,
69,5,,,,,5,50,1,25,75,1,16,,,,,,,,,,,,,,,,,,,1,283000,,100000,
66,5,,,,,5,50,1,50,50,2,15,,,,,,,,,,,,,,,,,,,5,,,25000,
62,1,,,,,1,60,,50,20,2,12,,,,,,,,,,,,,,,,,,,5,,,647,
69,1,,,,,1,20,,60,10,1,12,,,,,,,,,,,,,,,,,,,5,,,120000,
59,1,,,,,1,50,2,,,2,11,,,,,,,,,,,,,,,,,,,5,,,120000,
70,4,,,,,5,50,2,,,1,10,,,,,,,,,,,,,,,,,,,5,,,,
69,5,,,,,5,10,,10,10,2,12,,,,,,,,,,,,,,,,,750000,,1,999999998,,80000,
70,1,,,,,1,75,,50,50,1,9,,,,,,,,,,,,,,,,,750000,,1,999999998,,80000,
68,6,,,,,5,30,,50,40,2,10,,,,,,,,,,,,,,,,,,,,,,,
67,4,5,,,,5,90,,90,20,1,17,,,,,,,,,,,,,,,,,150000,,5,,,30000,
71,4,,,,,5,50,1,0,0,2,12,0,0,0,5,50,0,1,10,10,10,10,5,0,5,5,,,,5,,,100,
70,5,,,,,5,75,,60,85,1,6,,,,,,,,,,,,,,,,,,,5,,,2000,
68,5,,,,,5,80,,70,50,2,14,,,,,,,,,,,,,,,,,12000,,5,,,15000,
70,5,,,,,5,998,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,,
68,4,,,,,5,998,,,,2,10,,,,,,,,,,,,,,,,,,,5,,,,
68,1,,,,,1,-8,,-8,,1,14,,,,,,,,,,,,,,,,,,,5,,,45000,
70,3,,,,,1,40,,25,40,1,12,,,,,,,,,,,,,,,,,,,5,,,25000,150000
64,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,25000,150000
68,1,5,,,,1,50,2,,,1,12,0,0,0,0,0,0,1,5,9,9,9,9,9,9,0,,130000,,5,,,20000,
48,1,,,,,1,25,,10,85,2,16,,,,,,,,,,,,,,,,,130000,,5,,,20000,
68,5,,,,,5,25,,10,10,1,16,,,,,,,,,,,,,,,,,,,5,,,30000,
70,6,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
