hhidpn,hhid,pn,ra019,rj005m1,rj005m2,rj005m3,rj005m4,rj005m5,rj020,rp047,rp113,rp150,rp180,rx060_r,rz216,rv550,rv551,rv552,rv553,rv554,rv555,rv556,rv557,rv558,rv559,rv560,rv561,rv562,rv563,rv564,rq021,rq134,rq148,rq316,rq317,rq331,rq345,rq357
14028010,014028,010,80,5,,,,,5,70,,10,10,1,17,,,,,,,,,,,,,,,,,,,1,150000,,30000,
14028020,014028,020,78,5,,,,,5,998,,,,2,17,,,,,,,,,,,,,,,,,,,1,150000,,30000,
14033010,014033,010,82,5,,,,,5,70,,70,10,1,12,,,,,,,,,,,,,,,,,,,1,50000,,10000,
14069010,014069,010,85,5,,,,,5,25,,15,10,1,12,0,0,0,10,10,0,-8,8,9,9,9,8,9,8,5,,,,5,,,15000,
14069020,014069,020,84,5,6,,,,5,65,,35,35,2,12,,,,,,,,,,,,,,,,,,,5,,,15000,
14072010,014072,010,78,5,1,,,,1,100,,50,,1,14,,,,,,,,,,,,,,,,,150000,,5,,,,
14072040,014072,040,75,5,,,,,5,100,,998,,2,12,,,,,,,,,,,,,,,,,150000,,5,,,,
14080030,014080,030,91,5,6,,,,5,60,,80,0,1,17,,,,,,,,,,,,,,,,,,,5,,,5000,
14081010,014081,010,78,5,,,,,5,100,,50,,1,12,,,,,,,,,,,,,,,,,,,1,999999999,,9999999,
14085010,014085,010,78,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,55000,5000
14092010,014092,010,85,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,
14098010,014098,010,80,5,,,,,5,10,,50,50,2,10,,,,,,,,,,,,,,,,,,,5,,,,
14104020,014104,020,82,1,,,,,1,50,2,,,1,17,,,,,,,,,,,,,,,,,,0,1,999999999,,1000,
14115020,014115,020,79,5,,,,,5,25,,25,25,1,12,,,,,,,,,,,,,,,,,,,5,,,100000,
14115021,014115,021,78,5,,,,,5,20,,25,40,2,16,,,,,,,,,,,,,,,,,,,5,,,100000,
14136040,014136,040,70,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,
14149020,014149,020,80,5,,,,,5,20,,10,80,1,14,40,40,70,70,70,70,1,5,5,5,3,3,3,5,7,,,,1,400000,,10000,
14149030,014149,030,76,5,,,,,5,50,1,50,50,2,16,,,,,,,,,,,,,,,,,,,1,400000,,10000,
14167010,014167,010,81,5,,,,,1,50,2,,,1,13,,,,,,,,,,,,,,,,,,,1,22000,,30000,
14167040,014167,040,68,1,,,,,1,40,,15,60,2,14,,,,,,,,,,,,,,,,,,,1,22000,,30000,
14223010,014223,010,88,5,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,0,
14224010,014224,010,80,5,,,,,5,80,,80,80,2,12,,,,,,,,,,,,,,,,,,,5,,,,
14234010,014234,010,82,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
14234011,014234,011,75,5,,,,,5,20,,30,20,2,17,,,,,,,,,,,,,,,,,,,1,999999998,,500000,
14234041,014234,041,79,5,,,,,5,,,,,1,16,,,,,,,,,,,,,,,,,75000,,5,,,200000,
14252010,014252,010,79,5,,,,,5,40,,10,80,2,14,,,,,,,,,,,,,,,,,,,5,,,70000,22000
14253010,014253,010,81,5,,,,,5,75,,70,95,2,17,,,,,,,,,,,,,,,,,,,5,,,9999998,
14332010,014332,010,79,5,,,,,5,20,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,1500,
14332011,014332,011,83,5,,,,,5,998,,,,1,,998,998,100,75,75,75,1,8,10,10,8,8,8,8,5,,,,9,,,,
14341010,014341,010,89,5,,,,,5,0,,,0,1,11,,,,,,,,,,,,,,,,,,,5,,,9999998,
14349040,014349,040,60,6,,,,,5,50,1,65,35,2,12,,,,,,,,,,,,,,,,,,,5,,,25000,3500
14397010,014397,010,82,5,,,,,5,100,,80,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,20000,35000
14397020,014397,020,81,5,,,,,5,5,,1,90,2,12,95,95,50,998,50,90,1,4,1,1,1,2,1,1,0,,,,1,999999998,,20000,35000
14420020,014420,020,81,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
14420021,014420,021,69,5,,,,,5,50,2,,,2,8,,,,,,,,,,,,,,,,,,,5,,,,
14427010,014427,010,79,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,40000,
14427012,014427,012,56,1,,,,,1,100,,0,,2,,,,,,,,,,,,,,,,,,,,5,,,40000,
14427040,014427,040,69,5,,,,,5,70,,50,40,2,12,100,100,75,50,50,50,1,5,5,5,6,5,5,5,4,,,,5,,,4000,
14427041,014427,041,46,3,,,,,1,40,,30,30,1,12,,,,,,,,,,,,,,,,,,,5,,,4000,
14434020,014434,020,88,5,,,,,5,40,,40,40,2,12,,,,,,,,,,,,,,,,,,,5,,,50000,
14436021,014436,021,80,5,,,,,5,25,,10,25,2,12,,,,,,,,,,,,,,,,,,,5,,,1200,
14455011,014455,011,77,5,,,,,5,60,,998,,2,12,,,,,,,,,,,,,,,,,,,5,,,7000,
14458030,014458,030,74,5,,,,,5,65,,15,10,2,16,,,,,,,,,,,,,,,,,,,1,999999998,,10000,
14458031,014458,031,77,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,10000,
14605010,014605,010,79,5,,,,,5,75,,5,10,1,11,,,,,,,,,,,,,,,,,,,1,-8,,,
14605040,014605,040,62,1,,,,,1,50,1,50,50,2,13,,,,,,,,,,,,,,,,,,,1,-8,,,
14619020,014619,020,85,5,,,,,5,30,,25,10,2,12,,,,,,,,,,,,,,,,,500000,,5,,,50000,
14619021,014619,021,87,5,,,,,5,30,,20,40,1,8,,,,,,,,,,,,,,,,,500000,,5,,,50000,
14624010,014624,010,78,5,,,,,5,60,,20,10,1,16,,,,,,,,,,,,,,,,,,,1,-8,,-8,
14624040,014624,040,67,5,,,,,5,60,,40,40,2,16,,,,,,,,,,,,,,,,,,,1,-8,,-8,
14655030,014655,030,89,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
14672040,014672,040,69,5,,,,,5,0,,,100,2,8,,,,,,,,,,,,,,,,,,,5,,,6000,
14674010,014674,010,87,4,,,,,5,3,,5,7,2,9,,,,,,,,,,,,,,,,,,,5,,,,
14726010,014726,010,78,5,,,,,5,75,,50,10,1,17,,,,,,,,,,,,,,,,,,,1,350000,,80000,
14726040,014726,040,78,5,,,,,5,50,1,20,20,2,17,,,,,,,,,,,,,,,,,,,1,350000,,80000,
14746010,014746,010,84,5,,,,,5,75,,25,10,1,16,,,,,,,,,,,,,,,,,,,1,999999998,20000,,
14756010,014756,010,81,5,,,,,5,70,,40,20,1,17,,,,,,,,,,,,,,,,,,,5,,,40000,
14756040,014756,040,75,5,,,,,5,50,2,,,2,16,,,,,,,,,,,,,,,,,,,5,,,40000,
14758020,014758,020,80,5,7,,,,1,90,,90,20,2,17,,,,,,,,,,,,,,,,50000,,,5,,,9999998,
14787010,014787,010,84,5,,,,,5,998,,,,2,10,,,,,,,,,,,,,,,,,70000,,5,,,6000,300
14802010,014802,010,85,5,,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
14844010,014844,010,80,5,,,,,5,90,,10,10,2,16,,,,,,,,,,,,,,,,,,,5,,,100000,
14852020,014852,020,82,5,,,,,5,20,,10,30,2,12,,,,,,,,,,,,,,,,,,,5,,,11000,
14872020,014872,020,86,5,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,,,,,
14955010,014955,010,82,5,,,,,5,30,,30,20,1,8,,,,,,,,,,,,,,,,,,,1,25000,,4000,
14955040,014955,040,71,5,,,,,5,30,,30,30,2,10,,,,,,,,,,,,,,,,,,,1,25000,,4000,
14959010,014959,010,87,5,,,,,5,999,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
14959020,014959,020,87,5,6,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
14981010,014981,010,79,5,,,,,5,,,,,2,9,,,,,,,,,,,,,,,,,,,5,,,4000,
15000010,015000,010,78,5,,,,,5,50,2,,,1,13,,,,,,,,,,,,,,,,,,,5,,,525000,
15000011,015000,011,66,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,,5,,,525000,
15015020,015015,020,84,5,,,,,5,50,2,,,1,12,10,10,10,10,999,10,1,8,8,8,8,8,99,8,6,,,,1,250000,,30000,150000
15048010,015048,010,84,5,,,,,5,70,,70,50,2,12,,,,,,,,,,,,,,,,,,,5,,,2500,9000
15056020,015056,020,87,5,,,,,5,0,,,0,2,12,,,,,,,,,,,,,,,,,,,5,,,,
15148010,015148,010,81,4,,,,,5,25,,20,50,2,11,,,,,,,,,,,,,,,,,,,5,,,,
15159010,015159,010,82,1,3,,,,1,60,,80,998,2,11,,,,,,,,,,,,,,,,,,,5,,,305,
15172010,015172,010,84,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,8000,
15189010,015189,010,87,5,,,,,5,0,,,10,2,12,,,,,,,,,,,,,,,,,,,5,,,500,
15204010,015204,010,82,5,,,,,5,,,,,1,16,,,,,,,,,,,,,,,,,600000,,5,,,200000,
15204020,015204,020,79,5,,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,600000,,5,,,200000,
15225020,015225,020,82,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,9999998,990000,250000
15230010,015230,010,87,5,,,,,5,70,,30,5,1,16,,,,,,,,,,,,,,,,,,,5,,,42000,15000
15230020,015230,020,84,5,,,,,5,80,,80,10,2,12,,,,,,,,,,,,,,,,,,,5,,,42000,15000
15239010,015239,010,86,5,,,,,5,100,,50,,1,17,,,,,,,,,,,,,,,,,,,5,,,,
15294010,015294,010,82,1,,,,,1,0,,,0,2,12,,,,,,,,,,,,,,,,25001,,,5,,,70000,
15304020,015304,020,83,4,,,,,5,,,,,2,4,,,,,,,,,,,,,,,,,,,5,,,,
15339010,015339,010,82,4,,,,,5,10,,5,10,2,13,,,,,,,,,,,,,,,,,,,5,,,12000,
15344010,015344,010,80,5,,,,,5,10,,10,50,2,13,,,,,,,,,,,,,,,,,,,5,,,5000,
15344020,015344,020,83,5,,,,,5,90,,10,0,1,12,,,,,,,,,,,,,,,,,,,5,,,5000,
15372010,015372,010,80,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,1,42000,,28000,
15429010,015429,010,88,5,,,,,5,50,2,,,2,14,,,,,,,,,,,,,,,,,,,5,,,,
15436020,015436,020,84,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
15447010,015447,010,86,5,,,,,5,20,,10,20,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
15497040,015497,040,76,6,,,,,5,,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,70000,
15514020,015514,020,85,6,,,,,5,20,,20,50,2,16,,,,,,,,,,,,,,,,,,,9,,,,
15514030,015514,030,90,5,,,,,5,50,2,,,1,16,,,,,,,,,,,,,,,,,,,9,,,,
15516010,015516,010,79,5,,,,,5,40,,50,50,1,16,,,,,,,,,,,,,,,,,,,1,5000,,16000,6000
15516020,015516,020,78,6,,,,,5,50,8,,,2,12,,,,,,,,,,,,,,,,,,,1,5000,,16000,6000
15536010,015536,010,82,5,,,,,5,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,9999998,
15543010,015543,010,88,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,1,346000,,209000,
15560040,015560,040,67,5,,,,,5,30,,5,5,2,14,,,,,,,,,,,,,,,,,,,5,,,,
15570040,015570,040,93,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
15591010,015591,010,82,5,,,,,5,998,,,,2,11,,,,,,,,,,,,,,,,,,,5,,,9999998,
15676040,015676,040,77,5,,,,,5,5,,5,5,2,12,,,,,,,,,,,,,,,,,,,,,,,
15698010,015698,010,80,5,,,,,5,50,2,,,1,17,,,,,,,,,,,,,,,,,,,5,,,68782,
15698040,015698,040,73,5,,,,,5,60,,20,20,2,13,,,,,,,,,,,,,,,,,,,5,,,68782,
15709020,015709,020,88,5,,,,,5,,,,,2,15,,,,,,,,,,,,,,,,,,,1,15000,,3000,
15752020,015752,020,79,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,999999998,,1,999999998,,4000,
15776020,015776,020,81,5,,,,,5,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,200,
15779010,015779,010,80,5,,,,,5,60,,60,0,1,12,0,0,0,0,0,0,1,7,9,9,10,10,10,6,7,,,,5,,,94063,40210
15781010,015781,010,80,5,,,,,5,-8,,-8,,2,17,,,,,,,,,,,,,,,,,,,5,,,1350,
15793010,015793,010,79,5,,,,,5,10,,10,80,2,12,,,,,,,,,,,,,,,,,,,1,250000,,2200,
15793011,015793,011,87,5,,,,,5,75,,75,-8,1,13,,,,,,,,,,,,,,,,,,,1,250000,,2200,
15801040,015801,040,79,5,,,,,5,999,,,,2,6,,,,,,,,,,,,,,,,,900000,,5,,,100000,
15833010,015833,010,81,5,,,,,1,998,,,,1,17,,,,,,,,,,,,,,,,,,,5,,,15000,
15833020,015833,020,80,5,,,,,5,0,,,10,2,12,10,10,10,0,0,0,1,9,9,9,9,8,8,8,7,,,,5,,,15000,
15834010,015834,010,82,5,,,,,5,75,,40,50,1,17,,,,,,,,,,,,,,,,,,,5,,,40000,225000
15836020,015836,020,79,5,6,,,,5,20,,998,,2,10,,,,,,,,,,,,,,,,,80000,,5,,,80000,
15840020,015840,020,88,5,,,,,5,40,,5,20,2,17,,,,,,,,,,,,,,,,,,,1,100000,9999998,17000,
15883010,015883,010,89,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,6000,30000
15883011,015883,011,76,5,,,,,5,60,,30,20,2,16,,,,,,,,,,,,,,,,,,,5,,,6000,30000
15889020,015889,020,79,,,,,,,,,,,2,11,,,,,,,,,,,,,,,,,,,,,,,
15893010,015893,010,81,5,,,,,5,10,,2,2,1,8,,,,,,,,,,,,,,,,,,,1,3200000,,,
15893020,015893,020,81,5,,,,,5,100,,90,,2,12,,,,,,,,,,,,,,,,,,,1,3200000,,,
15911010,015911,010,79,5,,,,,5,998,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
15911022,015911,022,78,5,,,,,5,-8,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
15932010,015932,010,85,5,,,,,5,0,,,998,1,14,,,,,,,,,,,,,,,,,,,9,,,,
15981040,015981,040,92,5,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,
15982010,015982,010,82,5,,,,,5,100,,50,,1,15,,,,,,,,,,,,,,,,,,,5,,,5000,
15983010,015983,010,81,5,,,,,5,40,,50,50,1,16,,,,,,,,,,,,,,,,,,,5,,,105000,
15992020,015992,020,82,5,,,,,5,10,,5,5,1,12,100,80,80,100,100,50,1,8,8,10,8,6,10,8,10,,,,5,,,1000,
15995010,015995,010,82,5,,,,,5,75,,50,40,1,15,30,50,20,30,15,20,1,6,5,4,8,7,7,5,4,,,,1,500000,500000,180000,45000
15995020,015995,020,84,6,,,,,5,30,,50,80,2,14,,,,,,,,,,,,,,,,,,,1,500000,500000,180000,45000
16022010,016022,010,80,5,,,,,5,75,,50,40,1,17,,,,,,,,,,,,,,,,,,,1,999999998,,50000,
16024010,016024,010,81,1,,,,,1,50,2,,,1,16,,,,,,,,,,,,,,,,,0,30000,1,999999999,9999998,50000,150000
16024020,016024,020,81,5,,,,,5,30,,10,40,2,17,,,,,,,,,,,,,,,,,0,30000,1,999999999,9999998,50000,150000
16064010,016064,010,79,5,,,,,5,35,,10,70,1,17,,,,,,,,,,,,,,,,,,,5,,,134000,
16086010,016086,010,86,5,,,,,5,100,,50,,1,12,,,,,,,,,,,,,,,,,,,1,999999998,,2000,
16086020,016086,020,83,5,,,,,5,50,9,10,25,2,13,,,,,,,,,,,,,,,,,,,1,999999998,,2000,
16107010,016107,010,84,5,,,,,5,20,,20,20,1,10,,,,,,,,,,,,,,,,,,,5,,,,
16116010,016116,010,84,5,,,,,5,50,2,,,1,10,,,,,,,,,,,,,,,,,,,5,,,0,
16116020,016116,020,81,5,,,,,5,10,,40,20,2,11,,,,,,,,,,,,,,,,,,,5,,,0,
16119020,016119,020,89,5,,,,,5,10,,15,25,2,12,,,,,,,,,,,,,,,,,,,9,,,,
16174040,016174,040,77,5,,,,,5,60,,50,45,2,13,,,,,,,,,,,,,,,,,,,5,,,40000,
16211010,016211,010,85,5,,,,,5,100,,100,,1,16,,,,,,,,,,,,,,,,,,,5,,,9000,
16221010,016221,010,79,5,,,,,5,100,,75,,2,17,,,,,,,,,,,,,,,,,,,1,999999998,,9999998,
16233010,016233,010,87,5,,,,,5,60,,-8,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
16233020,016233,020,85,5,,,,,5,10,,20,-8,1,13,,,,,,,,,,,,,,,,,,,5,,,,
16245010,016245,010,78,5,,,,,5,100,,10,,1,9,,,,,,,,,,,,,,,,,,,5,,,-8,
16245040,016245,040,75,5,,,,,5,-8,,-8,,2,11,,,,,,,,,,,,,,,,,,,5,,,-8,
16331011,016331,011,80,5,7,,,,5,10,,20,10,2,14,20,30,10,5,10,10,1,0,0,0,2,0,0,2,0,,,,5,,,,
16381010,016381,010,88,5,,,,,5,,,,,2,8,,,,,,,,,,,,,,,,,,,5,,,20000,
16404010,016404,010,80,1,,,,,1,,,,,1,17,,,,,,,,,,,,,,,,,,-8,-8,,,,
16404020,016404,020,81,6,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,-8,-8,,,,
16412010,016412,010,84,1,,,,,1,70,,50,10,1,13,,,,,,,,,,,,,,,,,,,5,,,8000,
16412020,016412,020,78,5,,,,,5,60,,50,30,2,16,,,,,,,,,,,,,,,,,,,5,,,8000,
16415010,016415,010,82,6,,,,,5,999,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
16420010,016420,010,78,5,,,,,5,100,,20,,1,16,,,,,,,,,,,,,,,,,,,1,1000000,,9999998,
16420020,016420,020,78,5,,,,,5,80,,60,30,2,17,,,,,,,,,,,,,,,,,,,1,1000000,,9999998,
16433010,016433,010,84,5,,,,,5,,,,,1,14,,,,,,,,,,,,,,,,,,,5,,,150000,
16433020,016433,020,87,5,,,,,5,80,,75,50,2,8,,,,,,,,,,,,,,,,,,,5,,,150000,
16439020,016439,020,82,5,,,,,5,20,,0,0,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,12000,
16454020,016454,020,86,4,,,,,5,998,,,,2,12,75,50,50,75,50,50,1,10,10,10,8,5,5,8,0,,,,5,,,,
16460010,016460,010,78,4,5,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,200,
16468010,016468,010,78,5,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,5,,,10000,
16468040,016468,040,73,5,,,,,5,50,1,50,50,2,14,,,,,,,,,,,,,,,,,,,5,,,10000,
16475010,016475,010,82,5,,,,,5,70,,50,50,1,17,,,,,,,,,,,,,,,,,,,5,,,14000,
16478010,016478,010,83,5,,,,,5,50,1,40,20,2,14,,,,,,,,,,,,,,,,,999999998,,1,80000,700,20000,
16491010,016491,010,80,5,,,,,5,50,2,,,2,15,,,,,,,,,,,,,,,,,,,1,200000,9999998,130000,50000
16528030,016528,030,77,4,5,,,,5,50,2,,,1,11,,,,,,,,,,,,,,,,,,,9,,,,
16528040,016528,040,76,6,,,,,5,60,,60,40,2,12,,,,,,,,,,,,,,,,,,,9,,,,
16541010,016541,010,84,5,,,,,5,0,,,0,1,12,,,,,,,,,,,,,,,,,,,5,,,,
16541011,016541,011,61,3,,,,,5,,,,,2,12,1,1,1,1,1,1,1,7,9,9,9,7,7,7,1,,,,5,,,,
16566010,016566,010,82,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,,,,,,,
16599010,016599,010,79,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,,
16602020,016602,020,80,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,3000,
16631020,016631,020,78,5,6,,,,5,45,,40,5,2,12,,,,,,,,,,,,,,,,,,,,,,,
16648010,016648,010,79,5,,,,,5,50,1,20,50,1,16,,,,,,,,,,,,,,,,,265000,,1,700000,,65000,
16659010,016659,010,85,5,,,,,5,80,,80,30,1,14,10,10,50,5,5,25,1,8,8,8,7,9,9,7,0,,,300000,5,,,37000,
16659040,016659,040,69,5,,,,,5,50,2,,,2,17,,,,,,,,,,,,,,,,,,300000,5,,,37000,
16663010,016663,010,87,5,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,9999998,999999998
16672020,016672,020,85,5,,,,,5,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,4000,
16698010,016698,010,87,4,5,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,,5,,,1000,
16700020,016700,020,86,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,80000,,5,,,,
16705020,016705,020,81,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,6000,
16706010,016706,010,87,5,,,,,5,30,,25,60,2,13,,,,,,,,,,,,,,,,,,,1,125000,,3500,
16706020,016706,020,87,5,,,,,5,60,,5,20,1,12,,,,,,,,,,,,,,,,,,,1,125000,,3500,
16715030,016715,030,70,5,,,,,5,50,2,,,2,15,,,,,,,,,,,,,,,,,,,9,,,4000,
16715040,016715,040,78,2,,,,,5,50,2,,,1,14,,,,,,,,,,,,,,,,,,,9,,,4000,
16747020,016747,020,82,5,6,,,,5,20,,20,50,2,16,,,,,,,,,,,,,,,,,,,5,,,9999998,
16761010,016761,010,82,5,,,,,5,25,,20,10,2,12,,,,,,,,,,,,,,,,,,,5,,,10000,9000
16789010,016789,010,79,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
16799010,016799,010,87,5,,,,,5,998,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,9999998,
16799040,016799,040,70,5,,,,,5,75,,75,10,2,17,15,15,15,15,15,15,1,5,5,5,5,5,5,5,5,,,,5,,,9999998,
16810010,016810,010,79,5,,,,,5,100,,100,,1,12,,,,,,,,,,,,,,,,,,,5,,,0,
16810011,016810,011,75,5,,,,,5,90,,60,40,2,10,,,,,,,,,,,,,,,,,,,5,,,0,
16822010,016822,010,80,5,,,,,5,15,,998,,2,12,,,,,,,,,,,,,,,,,,,5,,,1700,
16822020,016822,020,81,5,,,,,5,100,,100,,1,16,,,,,,,,,,,,,,,,,,,5,,,1700,
16848010,016848,010,88,5,,,,,5,10,,0,20,2,12,,,,,,,,,,,,,,,,,,,,,,,
16856010,016856,010,81,5,1,,,,1,70,,40,20,1,17,,,,,,,,,,,,,,,,,,,1,3000,,20000,
16870010,016870,010,87,4,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,
16873030,016873,030,76,5,,,,,5,10,,5,5,1,14,0,0,10,0,0,10,1,10,10,5,5,5,0,5,98,,,,5,,,,
16904010,016904,010,80,5,,,,,5,40,,30,60,2,17,,,,,,,,,,,,,,,,,,,1,999999998,,100000,220000
16904011,016904,011,83,5,,,,,5,60,,60,40,1,14,,,,,,,,,,,,,,,,,,,1,999999998,,100000,220000
16925010,016925,010,79,5,,,,,5,70,,40,70,1,13,,,,,,,,,,,,,,,,,,,5,,,,
16925040,016925,040,78,5,6,,,,5,0,,,100,2,12,,,,,,,,,,,,,,,,,,,5,,,,
16931030,016931,030,96,5,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,100000,999999998
16954010,016954,010,80,7,,,,,1,50,2,,,2,12,,,,,,,,,,,,,,,,,,,5,,,30000,
16956010,016956,010,80,1,5,,,,1,30,,0,0,2,17,,,,,,,,,,,,,,,,5001,30000,,5,,,20000,
16959011,016959,011,60,1,,,,,1,80,,80,10,2,14,,,,,,,,,,,,,,,,,,,5,,,200,
16973031,016973,031,82,5,,,,,5,75,,30,20,1,8,,,,,,,,,,,,,,,,,,99999998,5,,,100,
16975010,016975,010,80,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,,
16994040,016994,040,77,5,,,,,5,100,,50,,2,12,,,,,,,,,,,,,,,,,,,5,,,250,
16996020,016996,020,88,5,,,,,5,-8,,-8,,1,12,50,50,50,50,60,50,-8,8,7,5,10,1,2,1,0,,,,1,-8,,50000,
17003040,017003,040,75,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,,,,,
17027040,017027,040,69,5,,,,,5,60,,50,5,2,15,,,,,,,,,,,,,,,,25001,,,5,,,2500,
17028010,017028,010,81,5,,,,,5,50,1,20,20,2,17,,,,,,,,,,,,,,,,,,,5,,,123000,
17038030,017038,030,75,5,,,,,5,80,,50,50,2,12,,,,,,,,,,,,,,,,,,,5,,,2000,
17050020,017050,020,81,5,,,,,5,50,2,,,1,3,,,,,,,,,,,,,,,,,,,5,,,2000,
17050030,017050,030,75,5,,,,,5,20,,5,20,2,9,,,,,,,,,,,,,,,,,,,5,,,2000,
17061010,017061,010,81,5,,,,,5,998,,,,2,14,,,,,,,,,,,,,,,,,,99999998,5,,,9999998,
17075020,017075,020,86,6,,,,,5,,,,,2,12,,,,,,,,,,,,,,,,,,500000,5,,,250000,250000
17107010,017107,010,84,5,,,,,5,0,,,998,1,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
17107011,017107,011,72,5,,,,,5,10,,20,20,2,12,,,,,,,,,,,,,,,,,,,5,,,9999999,
17136010,017136,010,80,5,,,,,5,0,,,50,1,12,,,,,,,,,,,,,,,,,,,5,,,40000,10000
17159010,017159,010,79,5,,,,,5,75,,50,20,2,15,,,,,,,,,,,,,,,,,,,1,26000,,50000,
17159011,017159,011,62,3,,,,,5,100,,100,,1,12,,,,,,,,,,,,,,,,,,,1,26000,,50000,
17175010,017175,010,80,7,,,,,5,998,,,,2,12,,,,,,,,,,,,,,,,,,,5,,,1,
17199010,017199,010,83,4,5,,,,5,0,,,100,2,12,,,,,,,,,,,,,,,,,,,1,999999998,,10000,
17241011,017241,011,91,5,,,,,5,40,,20,10,2,15,,,,,,,,,,,,,,,,,,,8,,100000,,
17279010,017279,010,85,5,,,,,5,50,2,,,1,12,,,,,,,,,,,,,,,,,,,5,,,1000,
17279040,017279,040,75,6,,,,,5,10,,10,10,2,12,0,5,0,4,0,3,1,10,0,0,0,5,5,1,0,,,,5,,,1000,
17282020,017282,020,78,5,,,,,5,70,,10,15,1,16,,,,,,,,,,,,,,,,,,,5,,461000,256000,
17282030,017282,030,70,5,,,,,5,10,,5,50,2,16,,,,,,,,,,,,,,,,,,,5,,461000,256000,
17303010,017303,010,81,6,,,,,5,,,,,2,13,,,,,,,,,,,,,,,,,,,5,,,,
17328010,017328,010,81,3,,,,,1,20,,40,60,1,14,,,,,,,,,,,,,,,,25001,,,5,,,9999999,
17328040,017328,040,66,5,,,,,5,0,,,100,2,17,,,,,,,,,,,,,,,,,,,5,,,,
17356010,017356,010,83,6,5,,,,5,50,2,,,2,13,,,,,,,,,,,,,,,,,,,5,,,9999998,
17356020,017356,020,84,5,,,,,5,20,,50,5,1,11,,,,,,,,,,,,,,,,,,,5,,,9999998,
17363010,017363,010,84,5,,,,,5,20,,30,35,2,12,,,,,,,,,,,,,,,,,,,5,,,,
17366010,017366,010,88,5,,,,,5,,,,,1,12,,,,,,,,,,,,,,,,,,,5,,,5700,
17371010,017371,010,87,4,,,,,5,50,1,30,50,2,9,,,,,,,,,,,,,,,,,,,5,,,180,
